Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-November-2022,838.00,843.90,827.95,840.95,834.131615476088204840,221167,4822,184482387.00,136744,61.83,15.95,2.95
15-November-2022,820.20,838.00,820.20,835.10,826.041009987446516626,343331,3225,283605486.00,207569,60.46,17.80,14.90
14-November-2022,817.00,830.45,817.00,821.65,819.739642535006524042,228386,7146,187217058.00,160023,70.07,13.45,4.65
11-November-2022,831.00,836.95,823.85,826.45,830.556809958025763496,96726,3333,80336438.00,35491,36.69,13.10,-4.55
10-November-2022,817.25,830.35,817.25,825.30,824.352851988927938295,128612,3920,106021669.00,40979,31.86,13.10,8.05
9-November-2022,821.10,825.60,814.45,817.65,817.363984625322171129,156361,6373,127803850.00,97955,62.65,11.15,-3.45
7-November-2022,814.80,824.00,809.05,822.75,815.759418202497921489,323549,9292,263938144.00,213763,66.07,14.95,7.95
4-November-2022,813.05,821.05,809.35,816.40,814.349008364872778763,114407,2215,93167227.00,77967,68.15,11.70,3.35
3-November-2022,805.55,824.05,804.50,818.40,817.249177631578947368,179968,9056,147078700.00,104414,58.02,19.55,12.85
2-November-2022,830.00,830.00,807.45,809.90,813.807268999255980152,401871,11488,327045541.00,302560,75.29,22.55,-20.10
1-November-2022,834.50,841.30,821.50,835.35,832.800644975447724582,444358,8085,370061629.00,279139,62.82,19.80,0.85
31-October-2022,820.55,833.70,820.20,832.00,829.154384455999061730,76737,3519,63626820.00,24460,31.88,13.50,11.45
28-October-2022,820.00,824.20,811.50,816.80,817.714174763436940292,63091,3067,51590405.00,21186,33.58,12.70,-3.20
27-October-2022,804.00,822.50,804.00,816.90,816.361498636811880039,275824,6499,225172094.00,160074,58.03,18.50,12.90
25-October-2022,806.05,806.40,798.70,802.25,802.052958457890939078,77608,3418,62245726.00,43349,55.86,7.70,-3.80
24-October-2022,797.60,807.65,797.60,802.30,804.232575626120654751,17289,1468,13904377.00,,,10.05,4.70
21-October-2022,791.80,802.50,789.65,797.40,797.398316945055344517,110038,5243,87744116.00,68617,62.36,12.85,5.60
20-October-2022,781.05,793.80,778.85,792.95,787.109826255384348529,69182,3104,54453832.00,22505,32.53,14.95,11.90
19-October-2022,788.00,788.05,779.40,783.35,783.104644473901408098,79966,4085,62621746.00,31636,39.56,8.65,-4.65
18-October-2022,770.00,785.25,769.25,783.25,782.146548199228635524,90489,4274,70775659.00,41612,45.99,16.00,13.25
